Timestamp,hour,day_of_week,month,is_night,is_weekend,is_peak,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Traffic Type,Network Segment,Attack Type,Anomaly Scores,Action Taken,Malware Indicators,Firewall Logs,IDS/IPS Alerts,Alerts/Warnings,Proxy Information,Geo-location Data,malware_flag,has_firewall_log,has_ids_alert,was_ignored,was_blocked,via_proxy,repeated_ip,escalating_anomaly,anomaly_trend,predicted_severity,severity_confidence,risk_score,control_maturity,response_effectiveness,compliance_status,violation_type,rec_code
2020-01-01 06:37:49,6,2,1,0,0,0,141.128.225.165,110.39.44.196,19364,33498,UDP,HTTP,Segment C,Malware,75.42,Ignored,IoC Detected,No Log,No Alert,Alert Triggered,Direct,"Vadodara, Uttarakhand",1,0,0,1,0,0,0,0,49.56,High,0.6395,69.4,0.0,10,Non-Compliant,Ignored-Event,31
2020-01-01 07:59:41,7,2,1,0,0,0,47.120.123.121,152.202.185.130,14060,47657,TCP,DNS,Segment C,Malware,57.7,Blocked,IoC Detected,Log Data,Alert Data,No Alert,74.115.42.229,"Ghaziabad, Assam",1,1,1,0,1,1,0,1,3.46,Medium,0.5858,49.2,100.0,90,Compliant,None,20
2020-01-01 08:05:12,8,2,1,0,0,0,115.177.22.220,189.94.16.242,15161,64902,TCP,FTP,Segment B,DDoS,36.02,Blocked,IoC Detected,Log Data,Alert Data,No Alert,194.135.115.112,"Narasaraopet, Bihar",1,1,1,0,1,1,0,0,-30.68,Medium,0.6226,41.61,100.0,90,Compliant,None,20
2020-01-01 08:37:40,8,2,1,0,0,0,46.182.142.60,30.68.204.153,40079,50105,TCP,FTP,Segment B,DDoS,22.58,Ignored,IoC Detected,Log Data,Alert Data,Alert Triggered,Direct,"Aurangabad, West Bengal",1,1,1,1,0,0,0,0,-38.16,Medium,0.5196,47.9,40.0,50,Non-Compliant,Ignored-Event,31
2020-01-01 08:58:10,8,2,1,0,0,0,92.78.39.166,64.81.99.32,65064,3189,UDP,HTTP,Segment C,DDoS,67.79,Logged,Not Detected,Log Data,Alert Data,Alert Triggered,Direct,"Bikaner, Manipur",0,1,1,0,0,0,0,0,22.51,Low,0.6809,28.73,60.0,50,Compliant,None,5
2020-01-01 10:54:16,10,2,1,0,0,1,189.122.92.192,64.245.208.233,53343,25404,TCP,HTTP,Segment B,Intrusion,97.93,Blocked,IoC Detected,No Log,No Alert,Alert Triggered,203.156.151.239,"Howrah, Madhya Pradesh",1,0,0,0,1,1,0,0,22.51,High,0.5816,66.28,60.0,60,Non-Compliant,Missing-Log,27
2020-01-01 12:29:42,12,2,1,0,0,1,80.11.33.124,11.164.97.222,54662,21348,ICMP,HTTP,Segment A,Intrusion,17.63,Blocked,Not Detected,No Log,Alert Data,No Alert,119.1.84.179,"Rewa, Assam",0,0,1,0,1,1,0,0,-40.07,Low,0.5789,23.17,80.0,70,Non-Compliant,Missing-Log,27
2020-01-01 13:01:19,13,2,1,0,0,0,212.44.143.201,112.30.213.124,33152,38114,ICMP,FTP,Segment A,Intrusion,72.36,Blocked,Not Detected,No Log,Alert Data,Alert Triggered,47.27.39.81,"Raiganj, Nagaland",0,0,1,0,1,1,0,0,36.34,Medium,0.5752,42.33,80.0,80,Non-Compliant,Missing-Log,27
2020-01-01 13:40:25,13,2,1,0,0,0,147.185.56.132,185.73.93.123,20513,57191,UDP,HTTP,Segment A,Intrusion,3.59,Logged,Not Detected,Log Data,No Alert,Alert Triggered,Direct,"Sagar, Tripura",0,1,0,0,0,0,0,0,-18.99,Low,0.5617,1.26,40.0,30,Compliant,None,9
2020-01-01 14:32:55,14,2,1,0,0,0,185.231.47.97,162.161.205.227,29855,55836,UDP,FTP,Segment B,Intrusion,57.61,Blocked,IoC Detected,Log Data,No Alert,Alert Triggered,Direct,"Jodhpur, Assam",1,1,0,0,1,0,0,0,-10.18,Medium,0.6318,40.16,80.0,80,Compliant,None,9
2020-01-01 16:38:59,16,2,1,0,0,0,4.214.78.160,53.65.191.151,37772,62005,ICMP,DNS,Segment C,Intrusion,22.74,Ignored,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Sikar, Kerala",0,0,1,1,0,0,0,0,-75.19,Low,0.6767,35.96,20.0,30,Non-Compliant,Ignored-Event,27
2020-01-01 17:57:15,17,2,1,0,0,0,189.185.123.148,1.164.28.215,26684,46974,UDP,FTP,Segment C,Malware,92.16,Logged,Not Detected,Log Data,Alert Data,Alert Triggered,184.35.81.90,"Bhilwara, Bihar",0,1,1,0,0,1,0,0,74.53,Medium,0.6244,41.26,60.0,50,Compliant,None,44
2020-01-01 18:19:28,18,2,1,0,0,0,73.139.105.200,118.244.174.52,30004,34649,TCP,FTP,Segment C,Intrusion,59.33,Logged,Not Detected,No Log,Alert Data,No Alert,Direct,"Ambarnath, Haryana",0,0,1,0,0,0,0,0,-13.03,Low,0.5259,33.77,40.0,20,Non-Compliant,Missing-Log,27
2020-01-01 18:20:06,18,2,1,0,0,0,120.101.38.222,5.208.212.80,38572,44798,ICMP,DNS,Segment C,DDoS,51.31,Ignored,Not Detected,No Log,No Alert,No Alert,206.101.128.52,"Muzaffarnagar, Tripura",0,0,0,1,0,1,0,1,47.72,Medium,0.5578,44.96,0.0,0,Non-Compliant,Ignored-Event,37
2020-01-01 19:14:34,19,2,1,0,0,0,196.105.12.202,42.55.100.213,48354,35622,TCP,FTP,Segment B,Malware,90.11,Ignored,IoC Detected,No Log,Alert Data,No Alert,Direct,"Vijayawada, Telangana",1,0,1,1,0,0,0,0,32.5,Critical,0.6353,79.54,20.0,20,Non-Compliant,Ignored-Event,31
2020-01-01 19:58:27,19,2,1,0,0,0,148.3.187.51,82.143.224.50,25710,35111,ICMP,FTP,Segment C,DDoS,37.76,Logged,Not Detected,Log Data,Alert Data,No Alert,Direct,"Vellore, Manipur",0,1,1,0,0,0,0,1,15.02,Low,0.531,18.22,60.0,40,Compliant,None,6
2020-01-01 20:01:32,20,2,1,0,0,0,47.4.110.93,58.115.71.37,28041,11039,TCP,FTP,Segment C,Intrusion,55.58,Logged,IoC Detected,Log Data,Alert Data,Alert Triggered,92.23.123.12,"Guntur, Bihar",1,1,1,0,0,1,0,0,-36.58,Medium,0.714,48.45,60.0,50,Compliant,None,20
2020-01-01 20:13:23,20,2,1,0,0,0,158.1.128.69,176.190.206.125,39545,35056,ICMP,HTTP,Segment A,DDoS,83.01,Blocked,Not Detected,Log Data,Alert Data,No Alert,Direct,"Kolhapur, Uttar Pradesh",0,1,1,0,1,0,0,0,23.68,Low,0.5,34.05,100.0,90,Compliant,None,44
2020-01-01 22:46:44,22,2,1,1,0,0,115.197.71.90,13.190.241.114,34822,44876,UDP,DNS,Segment A,Malware,36.98,Blocked,IoC Detected,Log Data,No Alert,Alert Triggered,96.90.146.127,"Narasaraopet, Jharkhand",1,1,0,0,1,1,0,0,-14.33,Medium,0.7445,46.94,80.0,80,Compliant,None,20
2020-01-01 23:08:08,23,2,1,1,0,0,85.149.183.151,217.243.81.70,15272,44509,ICMP,DNS,Segment B,DDoS,79.8,Logged,IoC Detected,No Log,Alert Data,Alert Triggered,12.156.34.187,"Nagercoil, Manipur",1,0,1,0,0,1,0,0,-10.31,High,0.797,74.93,40.0,30,Non-Compliant,Missing-Log,37
2020-01-02 00:03:01,0,3,1,1,0,0,24.165.248.18,218.238.23.217,60203,2770,UDP,HTTP,Segment B,Intrusion,69.51,Blocked,Not Detected,Log Data,No Alert,No Alert,Direct,"Firozabad, Kerala",0,1,0,0,1,0,0,0,31.75,Low,0.5976,34.33,80.0,70,Compliant,None,9
2020-01-02 01:09:15,1,3,1,1,0,0,44.123.77.221,14.134.240.58,49457,18301,UDP,FTP,Segment C,Intrusion,81.42,Blocked,Not Detected,No Log,No Alert,Alert Triggered,Direct,"Ujjain, Madhya Pradesh",0,0,0,0,1,0,0,0,25.84,Medium,0.5954,46.5,60.0,60,Non-Compliant,Missing-Log,27
2020-01-02 01:47:57,1,3,1,1,0,0,184.236.143.159,118.184.214.51,42079,26996,TCP,FTP,Segment C,Intrusion,49.29,Logged,Not Detected,Log Data,No Alert,Alert Triggered,Direct,"Ramgarh, Andhra Pradesh",0,1,0,0,0,0,0,0,-33.72,Low,0.6404,27.25,40.0,30,Compliant,None,9
2020-01-02 04:54:15,4,3,1,1,0,0,212.47.188.7,34.160.153.231,18568,4283,ICMP,FTP,Segment B,Malware,27.16,Logged,IoC Detected,Log Data,No Alert,Alert Triggered,178.219.233.25,"Panchkula, Mizoram",1,1,0,0,0,1,0,0,-9.82,Medium,0.5,43.51,40.0,30,Compliant,None,20
2020-01-02 06:29:27,6,3,1,0,0,0,20.171.129.52,48.53.82.240,39580,1121,TCP,HTTP,Segment B,Intrusion,75.18,Logged,Not Detected,No Log,No Alert,Alert Triggered,213.45.150.91,"Bulandshahr, Arunachal Pradesh",0,0,0,0,0,1,0,0,-4.62,Medium,0.6151,38.31,20.0,10,Non-Compliant,Missing-Log,27
2020-01-02 07:55:42,7,3,1,0,0,0,122.4.225.106,124.206.241.27,24740,39039,TCP,HTTP,Segment A,DDoS,77.85,Ignored,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Kanpur, Mizoram",0,0,1,1,0,0,0,0,8.34,High,0.5715,55.25,20.0,30,Non-Compliant,Ignored-Event,47
2020-01-02 08:30:12,8,3,1,0,0,0,21.153.222.60,104.153.137.232,36992,65485,ICMP,HTTP,Segment C,Malware,37.21,Ignored,Not Detected,No Log,Alert Data,Alert Triggered,118.88.113.186,"Morbi, Manipur",0,0,1,1,0,1,0,0,-44.21,Medium,0.5302,45.02,20.0,30,Non-Compliant,Ignored-Event,37
2020-01-02 09:10:24,9,3,1,0,0,1,88.238.176.31,136.228.185.24,5262,13354,UDP,HTTP,Segment A,Intrusion,66.69,Blocked,IoC Detected,Log Data,No Alert,No Alert,Direct,"Etawah, Sikkim",1,1,0,0,1,0,0,0,17.4,Medium,0.5828,43.34,80.0,70,Compliant,None,9
2020-01-02 09:33:08,9,3,1,0,0,1,115.163.98.191,116.134.251.215,3776,60895,UDP,HTTP,Segment A,DDoS,6.33,Logged,Not Detected,Log Data,Alert Data,No Alert,Direct,"Deoghar, Madhya Pradesh",0,1,1,0,0,0,0,0,-20.83,Low,0.5939,7.22,60.0,40,Compliant,None,5
2020-01-02 09:46:14,9,3,1,0,0,1,13.19.31.179,76.120.178.11,25433,53495,ICMP,HTTP,Segment B,Intrusion,73.32,Logged,IoC Detected,No Log,Alert Data,Alert Triggered,Direct,"Amroha, Manipur",1,0,1,0,0,0,0,0,-1.86,High,0.6283,58.66,40.0,30,Non-Compliant,Missing-Log,27
2020-01-02 10:18:29,10,3,1,0,0,1,114.157.198.175,160.45.153.218,21609,16662,UDP,HTTP,Segment A,Malware,66.91,Ignored,Not Detected,Log Data,Alert Data,No Alert,Direct,"Guna, Nagaland",0,1,1,1,0,0,0,0,-10.94,Medium,0.642,43.42,40.0,40,Non-Compliant,Ignored-Event,7
2020-01-02 10:23:04,10,3,1,0,0,1,53.71.180.127,193.58.109.249,38073,11581,ICMP,HTTP,Segment C,Intrusion,1.23,Blocked,IoC Detected,No Log,No Alert,No Alert,Direct,"Maheshtala, Mizoram",1,0,0,0,1,0,0,0,-35.98,Low,0.639,28.43,60.0,50,Non-Compliant,Missing-Log,27
2020-01-02 10:31:34,10,3,1,0,0,1,216.110.129.16,77.88.102.241,19235,13301,TCP,FTP,Segment C,Intrusion,61.32,Logged,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Burhanpur, Andhra Pradesh",0,0,1,0,0,0,0,0,-5.37,Low,0.5217,34.46,40.0,30,Non-Compliant,Missing-Log,27
2020-01-02 12:37:01,12,3,1,0,0,1,177.52.188.67,78.221.234.4,54866,41824,ICMP,FTP,Segment A,Intrusion,97.83,Logged,IoC Detected,No Log,No Alert,Alert Triggered,26.6.193.67,"Vadodara, Nagaland",1,0,0,0,0,1,0,0,91.5,High,0.6369,66.24,20.0,10,Non-Compliant,Missing-Log,27
2020-01-02 12:45:47,12,3,1,0,0,1,118.168.161.187,195.35.18.1,38250,51757,ICMP,HTTP,Segment C,Intrusion,97.04,Logged,IoC Detected,No Log,No Alert,Alert Triggered,144.44.238.108,"Shimla, Maharashtra",1,0,0,0,0,1,0,0,23.72,High,0.5821,65.96,20.0,10,Non-Compliant,Missing-Log,27
2020-01-02 13:06:49,13,3,1,0,0,0,192.140.39.46,57.141.47.52,31985,10969,UDP,FTP,Segment C,Malware,54.6,Logged,Not Detected,Log Data,No Alert,Alert Triggered,Direct,"Medininagar, Tamil Nadu",0,1,0,0,0,0,0,0,-12.31,Low,0.5096,19.11,40.0,30,Compliant,None,7
2020-01-02 13:47:58,13,3,1,0,0,0,115.97.20.95,57.168.21.9,6830,37639,ICMP,DNS,Segment A,Malware,1.2,Ignored,Not Detected,Log Data,No Alert,No Alert,219.234.212.185,"Sangli-Miraj & Kupwad, Goa",0,1,0,1,0,1,0,0,-0.03,Low,0.5,19.42,20.0,20,Non-Compliant,Ignored-Event,7
2020-01-02 15:00:15,15,3,1,0,0,0,78.168.250.18,153.131.55.216,14597,14430,UDP,HTTP,Segment A,DDoS,44.48,Logged,Not Detected,No Log,No Alert,Alert Triggered,196.89.133.250,"Dibrugarh, Karnataka",0,0,0,0,0,1,0,0,-16.84,Low,0.5328,27.57,20.0,10,Non-Compliant,Missing-Log,37
2020-01-02 17:30:26,17,3,1,0,0,0,216.202.242.15,130.83.69.116,62380,4140,UDP,DNS,Segment A,Intrusion,59.42,Logged,Not Detected,Log Data,No Alert,Alert Triggered,16.45.91.189,"Vellore, Madhya Pradesh",0,1,0,0,0,1,0,0,-38.41,Low,0.6029,24.8,40.0,30,Compliant,None,9
2020-01-02 18:16:42,18,3,1,0,0,0,147.183.223.117,119.78.185.245,6167,54728,ICMP,HTTP,Segment C,Intrusion,35.9,Blocked,IoC Detected,Log Data,No Alert,No Alert,126.31.151.9,"Gopalpur, Odisha",1,1,0,0,1,1,0,0,-61.14,Low,0.6188,36.56,80.0,70,Compliant,None,9
2020-01-02 18:25:03,18,3,1,0,0,0,171.224.94.48,88.110.38.222,47524,50991,UDP,HTTP,Segment A,Malware,32.53,Blocked,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Pallavaram, Odisha",0,0,1,0,1,0,0,0,-22.07,Low,0.53,24.39,80.0,80,Non-Compliant,Missing-Log,7
2020-01-02 18:47:41,18,3,1,0,0,0,174.128.188.117,85.101.155.114,50645,30578,TCP,HTTP,Segment A,Intrusion,91.02,Logged,IoC Detected,No Log,No Alert,No Alert,134.73.179.139,"Tiruchirappalli, Arunachal Pradesh",1,0,0,0,0,1,0,0,89.82,High,0.7712,63.86,20.0,0,Non-Compliant,Missing-Log,27
2020-01-02 21:56:12,21,3,1,0,0,0,11.116.234.13,23.72.255.162,20118,8349,ICMP,FTP,Segment C,Malware,10.05,Blocked,Not Detected,Log Data,Alert Data,Alert Triggered,Direct,"Nellore, Kerala",0,1,1,0,1,0,0,0,-34.43,Low,0.5,8.52,100.0,100,Compliant,None,7
2020-01-02 23:59:19,23,3,1,1,0,0,214.194.89.72,166.58.90.153,14045,7610,UDP,DNS,Segment A,Malware,91.19,Logged,Not Detected,No Log,No Alert,Alert Triggered,Direct,"Srinagar, Karnataka",0,0,0,0,0,0,0,0,31.77,Medium,0.7306,49.92,20.0,10,Non-Compliant,Missing-Log,28
2020-01-03 00:54:00,0,4,1,1,0,0,69.75.57.137,218.13.66.93,3915,64833,UDP,FTP,Segment A,Malware,97.65,Logged,Not Detected,Log Data,No Alert,Alert Triggered,55.145.44.177,"Gangtok, Punjab",0,1,0,0,0,1,0,1,61.75,Medium,0.663,48.18,40.0,30,Compliant,None,40
2020-01-03 01:19:39,1,4,1,1,0,0,19.214.43.215,136.45.82.145,17125,2830,ICMP,FTP,Segment C,DDoS,51.24,Ignored,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Motihari, Gujarat",0,0,1,1,0,0,0,0,18.71,High,0.5868,55.93,20.0,30,Non-Compliant,Ignored-Event,47
2020-01-03 01:20:46,1,4,1,1,0,0,110.88.185.72,69.34.127.180,58765,36644,TCP,DNS,Segment B,DDoS,86.76,Logged,Not Detected,No Log,Alert Data,No Alert,Direct,"Hajipur, Karnataka",0,0,1,0,0,0,0,0,-4.26,High,0.6294,53.37,40.0,20,Non-Compliant,Missing-Log,44
2020-01-03 01:59:27,1,4,1,1,0,0,218.70.53.220,125.221.162.222,50533,34976,ICMP,HTTP,Segment A,DDoS,14.4,Ignored,IoC Detected,Log Data,No Alert,No Alert,93.58.228.152,"Kumbakonam, Karnataka",1,1,0,1,0,1,0,0,4.35,High,0.7118,54.04,20.0,20,Non-Compliant,Ignored-Event,31
2020-01-03 02:13:03,2,4,1,1,0,0,48.230.11.227,4.101.92.192,11803,54005,TCP,FTP,Segment B,DDoS,38.39,Logged,IoC Detected,Log Data,Alert Data,No Alert,4.44.11.128,"Kamarhati, West Bengal",1,1,1,0,0,1,0,0,-52.8,Medium,0.7065,52.44,60.0,40,Compliant,None,45
2020-01-03 03:10:10,3,4,1,1,0,0,88.77.249.227,42.162.73.84,37137,53687,TCP,HTTP,Segment B,DDoS,15.35,Ignored,Not Detected,Log Data,Alert Data,No Alert,Direct,"Noida, Jharkhand",0,1,1,1,0,0,0,0,-82.3,Low,0.5365,35.37,40.0,40,Non-Compliant,Ignored-Event,5
2020-01-03 06:27:55,6,4,1,0,0,0,75.9.121.45,14.92.44.51,8343,3866,TCP,HTTP,Segment A,Malware,80.84,Blocked,IoC Detected,No Log,Alert Data,Alert Triggered,Direct,"Farrukhabad, Telangana",1,0,1,0,1,0,0,0,29.6,High,0.7011,61.29,80.0,80,Non-Compliant,Missing-Log,44
2020-01-03 07:09:56,7,4,1,0,0,0,69.32.41.218,90.249.94.108,54805,35502,TCP,FTP,Segment C,Intrusion,55.86,Ignored,IoC Detected,Log Data,No Alert,No Alert,Direct,"Suryapet, Himachal Pradesh",1,1,0,1,0,0,0,0,-30.9,High,0.7671,54.55,20.0,20,Non-Compliant,Ignored-Event,47
2020-01-03 07:11:03,7,4,1,0,0,0,117.243.12.223,41.172.70.168,15672,27365,UDP,DNS,Segment A,DDoS,98.16,Blocked,IoC Detected,No Log,No Alert,No Alert,58.210.110.253,"Eluru, Uttar Pradesh",1,0,0,0,1,1,0,1,83.76,High,0.7067,66.36,60.0,50,Non-Compliant,Missing-Log,37
2020-01-03 07:26:27,7,4,1,0,0,0,184.82.191.47,65.56.145.73,9045,3430,ICMP,HTTP,Segment B,DDoS,71.46,Blocked,IoC Detected,No Log,Alert Data,Alert Triggered,Direct,"Sultan Pur Majra, Nagaland",1,0,1,0,1,0,0,1,33.07,High,0.6208,58.01,80.0,80,Non-Compliant,Missing-Log,40
2020-01-03 08:44:28,8,4,1,0,0,0,46.51.148.150,1.203.233.125,42365,59606,TCP,FTP,Segment A,Malware,85.11,Logged,IoC Detected,No Log,No Alert,Alert Triggered,Direct,"Gandhinagar, Rajasthan",1,0,0,0,0,0,0,1,69.76,High,0.6677,57.79,20.0,10,Non-Compliant,Missing-Log,28
2020-01-03 09:03:59,9,4,1,0,0,1,176.205.231.182,165.73.144.152,46383,2036,UDP,FTP,Segment A,Intrusion,94.33,Logged,Not Detected,No Log,No Alert,No Alert,Direct,"Thane, Punjab",0,0,0,0,0,0,0,0,13.49,Medium,0.5386,41.02,20.0,0,Non-Compliant,Missing-Log,27
2020-01-03 11:03:06,11,4,1,0,0,1,56.89.206.68,156.162.66.235,60890,62596,TCP,HTTP,Segment C,Intrusion,9.4,Blocked,Not Detected,No Log,Alert Data,No Alert,Direct,"Udaipur, Rajasthan",0,0,1,0,1,0,0,1,-46.46,Low,0.5122,16.29,80.0,70,Non-Compliant,Missing-Log,27
2020-01-03 11:37:01,11,4,1,0,0,1,157.73.79.253,131.253.221.200,10325,55893,ICMP,DNS,Segment A,Malware,56.04,Ignored,Not Detected,Log Data,Alert Data,Alert Triggered,50.54.187.128,"Guntakal, Sikkim",0,1,1,1,0,1,0,0,-42.12,Medium,0.657,43.61,40.0,50,Non-Compliant,Ignored-Event,20
2020-01-03 13:14:30,13,4,1,0,0,0,207.28.150.235,176.248.39.240,58162,62404,TCP,HTTP,Segment B,DDoS,9.23,Ignored,IoC Detected,No Log,Alert Data,No Alert,37.204.31.33,"Nadiad, Assam",1,0,1,1,0,1,0,0,-62.23,High,0.7797,55.23,20.0,20,Non-Compliant,Ignored-Event,31
2020-01-03 13:20:11,13,4,1,0,0,0,142.190.182.51,142.6.211.70,50241,47570,TCP,DNS,Segment B,Intrusion,9.64,Blocked,Not Detected,No Log,No Alert,Alert Triggered,Direct,"Morena, Gujarat",0,0,0,0,1,0,0,0,-75.47,Low,0.5,11.37,60.0,60,Non-Compliant,Missing-Log,27
2020-01-03 14:31:45,14,4,1,0,0,0,33.4.127.59,55.19.101.217,16560,16571,UDP,HTTP,Segment C,Intrusion,88.35,Ignored,IoC Detected,No Log,Alert Data,Alert Triggered,142.48.109.105,"Bhubaneswar, Odisha",1,0,1,1,0,1,0,0,-5.98,Critical,0.7885,82.92,20.0,30,Non-Compliant,Ignored-Event,27
2020-01-03 15:18:08,15,4,1,0,0,0,113.156.66.54,96.174.52.199,58023,3423,UDP,FTP,Segment C,Intrusion,57.37,Ignored,IoC Detected,Log Data,Alert Data,No Alert,Direct,"Ludhiana, Odisha",1,1,1,1,0,0,0,0,47.97,High,0.6433,60.08,40.0,40,Non-Compliant,Ignored-Event,47
2020-01-03 15:29:54,15,4,1,0,0,0,77.0.172.37,202.110.1.5,22449,39724,UDP,FTP,Segment B,Intrusion,94.08,Blocked,Not Detected,No Log,No Alert,No Alert,Direct,"Bhubaneswar, Odisha",0,0,0,0,1,0,0,0,38.04,Medium,0.5377,40.93,60.0,50,Non-Compliant,Missing-Log,27
2020-01-03 16:06:19,16,4,1,0,0,0,88.52.199.166,22.190.173.131,57356,60014,ICMP,DNS,Segment B,DDoS,83.27,Logged,IoC Detected,Log Data,Alert Data,Alert Triggered,23.175.223.128,"Cuttack, Chhattisgarh",1,1,1,0,0,1,0,1,74.04,High,0.7651,58.14,60.0,50,Non-Compliant,Proxy-Evasion,40
2020-01-03 16:21:05,16,4,1,0,0,0,162.193.92.149,15.112.64.122,17292,29976,ICMP,HTTP,Segment A,DDoS,74.5,Blocked,IoC Detected,No Log,Alert Data,Alert Triggered,162.142.206.206,"Kumbakonam, Maharashtra",1,0,1,0,1,1,0,1,64.86,High,0.6569,63.08,80.0,80,Non-Compliant,Missing-Log,37
2020-01-03 16:35:43,16,4,1,0,0,0,192.60.60.85,51.191.245.118,41821,2631,ICMP,DNS,Segment A,Malware,43.34,Logged,Not Detected,No Log,No Alert,Alert Triggered,Direct,"Parbhani, Telangana",0,0,0,0,0,0,0,0,-45.01,Low,0.5863,23.17,20.0,10,Non-Compliant,Missing-Log,7
2020-01-03 17:34:33,17,4,1,0,0,0,53.155.91.124,60.226.169.129,10255,62267,TCP,FTP,Segment B,Intrusion,75.11,Ignored,IoC Detected,No Log,Alert Data,No Alert,213.14.169.13,"Raipur, Maharashtra",1,0,1,1,0,1,0,0,17.74,High,0.6407,78.29,20.0,20,Non-Compliant,Ignored-Event,27
2020-01-03 17:40:43,17,4,1,0,0,0,26.251.18.98,48.10.250.249,37312,32954,UDP,FTP,Segment A,Malware,38.12,Logged,IoC Detected,Log Data,Alert Data,No Alert,125.48.128.225,"Bongaigaon, Goa",1,1,1,0,0,1,0,0,-55.96,Medium,0.6163,42.34,60.0,40,Compliant,None,20
